Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2019,NL,Netherlands,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,1139296984.0,677.41,49.95
2022,NL,Netherlands,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,1824792977.0,734.24,54.05
2019,PL,Poland,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,199523059.0,668.61,57.8
2022,PL,Poland,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,197494480.0,610.25,41.57
2019,PT,Portugal,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,103762229.0,487.48,46.93
2022,PT,Portugal,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,113406331.0,671.6,68.01
2019,RO,Romania,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,17914082.0,557.21,59.87
2022,RO,Romania,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,23860322.0,705.57,90.84
2019,SE,Sweden,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,697001290.0,1501.05,174.65
2022,SE,Sweden,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,1516908798.0,1998.74,208.03
2019,SI,Slovenia,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,28230830.0,755.1,91.51
2022,SI,Slovenia,FR,France,Total,4 nights or over,Package arrangement,2845501.0,116.73,15.44
2022,SI,Slovenia,FR,France,Total,4 nights or over,Total excluding durable/valuable goods,22871509.0,938.26,124.1
2019,AT,Austria,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,105870721.0,390.64,154.76
2022,AT,Austria,HR,Croatia,Personal reasons,From 1 to 3 nights,Package arrangement,40064330.0,139.89,54.87
2022,AT,Austria,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,152547286.0,532.65,208.92
2022,HU,Hungary,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,3043860.0,110.19,77.74
2019,IT,Italy,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,41807142.0,192.44,83.41
2019,PL,Poland,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,43821392.0,598.1,203.77
2022,PL,Poland,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,6332329.0,394.97,149.01
2022,SI,Slovenia,HR,Croatia,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,104095486.0,167.89,78.61
2019,AT,Austria,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,706922579.0,728.92,121.87
2022,AT,Austria,HR,Croatia,Personal reasons,1 night or over,Package arrangement,235156608.0,173.44,26.78
2022,AT,Austria,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,1179753979.0,870.13,134.33
2019,BE,Belgium,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,107989193.0,849.59,82.8
2022,BE,Belgium,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,89457640.0,850.07,78.52
2019,CH,Switzerland,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,185066832.0,1045.34,109.61
2019,CZ,Czechia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,325007282.0,433.12,56.35
2022,CZ,Czechia,HR,Croatia,Personal reasons,1 night or over,Package arrangement,90864618.0,107.0,13.51
2022,CZ,Czechia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,461293055.0,543.2,68.58
2019,DE,Germany,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,1578891256.0,812.92,63.39
2022,DE,Germany,HR,Croatia,Personal reasons,1 night or over,Package arrangement,348039547.0,104.36,10.03
2022,DE,Germany,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,3003431422.0,900.61,86.56
2019,DK,Denmark,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,178103761.0,1539.73,131.23
2019,ES,Spain,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,90404702.0,1292.42,140.01
2022,ES,Spain,HR,Croatia,Personal reasons,1 night or over,Package arrangement,17780131.0,274.13,30.73
2022,ES,Spain,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,79045532.0,1218.7,136.62
2019,FI,Finland,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,125886174.0,998.64,126.09
2019,FR,France,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,373591463.0,1303.15,117.43
2022,FR,France,HR,Croatia,Personal reasons,1 night or over,Package arrangement,83734755.0,493.99,49.95
2022,FR,France,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,202964489.0,1197.38,121.08
2019,HU,Hungary,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,136031150.0,345.95,46.68
2022,HU,Hungary,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,124774927.0,457.08,61.35
2019,IE,Ireland,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,116235422.0,1245.6,139.29
2022,IE,Ireland,HR,Croatia,Personal reasons,1 night or over,Package arrangement,12106113.0,127.24,17.33
2022,IE,Ireland,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,110137618.0,1157.61,157.68
2019,IT,Italy,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,245122656.0,340.97,54.82
2022,IT,Italy,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,312467882.0,519.41,74.01
2019,LT,Lithuania,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,9009865.0,693.59,86.01
2019,LU,Luxembourg,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,20284553.0,1283.9,147.1
2022,LU,Luxembourg,HR,Croatia,Personal reasons,1 night or over,Package arrangement,2525887.0,110.05,10.93
2022,LU,Luxembourg,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,38465394.0,1675.88,166.47
2019,MK,North Macedonia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,3603634.0,267.51,35.19
2022,MT,Malta,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,4577590.0,743.79,140.98
2019,NL,Netherlands,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,242891252.0,907.47,70.46
2022,NL,Netherlands,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,263622924.0,928.22,66.62
2019,PL,Poland,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,426274833.0,582.65,65.22
2022,PL,Poland,HR,Croatia,Personal reasons,1 night or over,Package arrangement,110499341.0,178.66,20.17
2022,PL,Poland,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,325880646.0,526.9,59.49
2019,PT,Portugal,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,15182328.0,1056.29,145.16
2019,SE,Sweden,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,656997910.0,1891.11,164.64
2019,SI,Slovenia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,311178367.0,205.49,37.65
2022,SI,Slovenia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,542929902.0,326.62,55.28
2019,SK,Slovakia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,220622008.0,521.65,66.74
2022,SK,Slovakia,HR,Croatia,Personal reasons,1 night or over,Package arrangement,50154560.0,145.56,18.19
2022,SK,Slovakia,HR,Croatia,Personal reasons,1 night or over,Total excluding durable/valuable goods,207214284.0,601.37,75.17
2019,AT,Austria,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,601051858.0,860.11,117.48
2022,AT,Austria,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,195092278.0,182.43,24.23
2022,AT,Austria,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,1027206693.0,960.51,127.57
2019,BE,Belgium,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,103872392.0,913.46,81.49
2022,BE,Belgium,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,10487628.0,113.99,9.48
2022,BE,Belgium,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,84398156.0,917.31,76.27
2019,CH,Switzerland,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,173662853.0,1156.79,108.02
2019,CZ,Czechia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,322858501.0,436.51,56.15
2022,CZ,Czechia,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,90864618.0,107.37,13.52
2022,CZ,Czechia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,460709081.0,544.4,68.56
2019,DE,Germany,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,1492389771.0,871.67,61.45
2022,DE,Germany,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,347396763.0,106.59,10.05
2022,DE,Germany,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,2950048563.0,905.18,85.36
2019,DK,Denmark,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,177069970.0,1564.47,131.19
2019,ES,Spain,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,89487291.0,1295.97,139.17
2022,ES,Spain,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,17780131.0,274.13,30.73
2022,ES,Spain,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,79045532.0,1218.7,136.62
2019,FI,Finland,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,120469945.0,1007.52,123.06
2019,FR,France,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,366892405.0,1348.67,116.85
2022,FR,France,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,83734755.0,507.5,50.36
2022,FR,France,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,201443033.0,1220.92,121.15
2019,HU,Hungary,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,132514387.0,371.56,46.41
2022,HU,Hungary,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,121731066.0,496.14,61.03
2019,IE,Ireland,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,112720097.0,1267.84,136.86
2022,IE,Ireland,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,12106113.0,127.24,17.33
2022,IE,Ireland,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,110137618.0,1157.61,157.68
2019,IT,Italy,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,203315514.0,405.29,51.22
2022,IT,Italy,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,290683595.0,538.37,70.82
2019,LT,Lithuania,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,8534620.0,718.36,83.9
2019,LU,Luxembourg,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,17403847.0,1370.31,134.78
2022,LU,Luxembourg,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,2525887.0,116.16,11.11
2022,LU,Luxembourg,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,37562351.0,1727.46,165.15
2019,MK,North Macedonia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,3554050.0,277.81,35.17
2022,MT,Malta,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,4144856.0,795.98,138.83
2019,NL,Netherlands,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,231013869.0,910.96,67.76
2022,NL,Netherlands,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,256976995.0,978.99,65.92
2019,PL,Poland,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,382453441.0,580.93,60.51
2022,PL,Poland,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,110076866.0,182.71,20.25
2022,PL,Poland,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,319548317.0,530.41,58.79
2019,SE,Sweden,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,650431128.0,1899.37,163.4
2019,SI,Slovenia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,241773339.0,313.24,36.7
2022,SI,Slovenia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,438834416.0,421.05,51.65
2019,SK,Slovakia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,217308744.0,528.49,66.27
2022,SK,Slovakia,HR,Croatia,Personal reasons,4 nights or over,Package arrangement,49504179.0,149.55,18.21
2022,SK,Slovakia,HR,Croatia,Personal reasons,4 nights or over,Total excluding durable/valuable goods,202999175.0,613.25,74.69
2022,HU,Hungary,HR,Croatia,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,1160587.0,118.84,96.23
2019,SI,Slovenia,HR,Croatia,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,14304092.0,265.32,149.82
2022,SI,Slovenia,HR,Croatia,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,12693277.0,283.81,169.91
2019,HU,Hungary,HR,Croatia,"Professional, business",1 night or over,Total excluding durable/valuable goods,1617077.0,100.5,62.2
2022,HU,Hungary,HR,Croatia,"Professional, business",1 night or over,Total excluding durable/valuable goods,1160587.0,118.84,96.23
2019,PL,Poland,HR,Croatia,"Professional, business",1 night or over,Total excluding durable/valuable goods,3043652.0,547.96,72.23
2022,PL,Poland,HR,Croatia,"Professional, business",1 night or over,Package arrangement,1099950.0,139.02,29.45
2022,PL,Poland,HR,Croatia,"Professional, business",1 night or over,Total excluding durable/valuable goods,3625486.0,458.2,97.08
2019,SI,Slovenia,HR,Croatia,"Professional, business",1 night or over,Total excluding durable/valuable goods,16519835.0,288.86,143.89
2022,SI,Slovenia,HR,Croatia,"Professional, business",1 night or over,Total excluding durable/valuable goods,19929473.0,337.15,131.83
2019,PL,Poland,HR,Croatia,"Professional, business",4 nights or over,Total excluding durable/valuable goods,3043652.0,547.96,72.23
2019,AT,Austria,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,121508143.0,414.27,167.21
2022,AT,Austria,HR,Croatia,Total,From 1 to 3 nights,Package arrangement,40179065.0,132.4,53.37
2022,AT,Austria,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,160080911.0,527.51,212.62
2022,HU,Hungary,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,4204447.0,112.45,82.09
2019,IT,Italy,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,41807142.0,192.44,83.41
2019,PL,Poland,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,43821392.0,598.1,203.77
2022,PL,Poland,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,7226872.0,388.23,149.2
2019,SI,Slovenia,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,83709120.0,105.11,47.26
2022,SI,Slovenia,HR,Croatia,Total,From 1 to 3 nights,Total excluding durable/valuable goods,116788763.0,175.69,83.49
2019,AT,Austria,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,726903258.0,726.7,123.06
2022,AT,Austria,HR,Croatia,Total,1 night or over,Package arrangement,235271343.0,170.86,26.62
2022,AT,Austria,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,1191343452.0,865.2,134.82
2019,BE,Belgium,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,107989193.0,849.59,82.8
2022,BE,Belgium,HR,Croatia,Total,1 night or over,Package arrangement,11999834.0,103.5,10.22
2022,BE,Belgium,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,94091180.0,811.51,80.13
2019,CH,Switzerland,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,185066832.0,1045.34,109.61
2019,CZ,Czechia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,329122044.0,432.4,56.31
2022,CZ,Czechia,HR,Croatia,Total,1 night or over,Package arrangement,90864618.0,105.85,13.44
2022,CZ,Czechia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,466342519.0,543.23,69.0
2019,DE,Germany,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,1578891256.0,812.92,63.39
2022,DE,Germany,HR,Croatia,Total,1 night or over,Package arrangement,348039547.0,104.36,10.03
2022,DE,Germany,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,3003431422.0,900.61,86.56
2019,DK,Denmark,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,178103761.0,1539.73,131.23
2019,ES,Spain,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,99771607.0,1268.97,142.4
2022,ES,Spain,HR,Croatia,Total,1 night or over,Package arrangement,17780131.0,249.17,29.92
2022,ES,Spain,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,85131022.0,1193.04,143.26
2019,FI,Finland,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,148926424.0,1065.32,137.72
2019,FR,France,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,377451656.0,1301.11,117.76
2022,FR,France,HR,Croatia,Total,1 night or over,Package arrangement,83734755.0,493.99,49.95
2022,FR,France,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,202964489.0,1197.38,121.08
2019,HU,Hungary,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,137648226.0,336.3,46.82
2022,HU,Hungary,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,125935513.0,445.4,61.56
2019,IE,Ireland,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,116235422.0,1245.6,139.29
2022,IE,Ireland,HR,Croatia,Total,1 night or over,Package arrangement,12106113.0,127.24,17.33
2022,IE,Ireland,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,110137618.0,1157.61,157.68
2019,IT,Italy,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,245122656.0,340.97,54.82
2022,IT,Italy,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,318781286.0,517.39,74.23
2019,LT,Lithuania,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,9785310.0,680.15,87.73
2019,LU,Luxembourg,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,21225150.0,1279.64,150.9
2022,LU,Luxembourg,HR,Croatia,Total,1 night or over,Package arrangement,2525887.0,107.76,10.91
2022,LU,Luxembourg,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,38602106.0,1646.81,166.71
2019,MK,North Macedonia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,3603634.0,267.51,35.19
2022,MT,Malta,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,4577590.0,743.79,140.98
2019,NL,Netherlands,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,242891252.0,907.47,70.46
2022,NL,Netherlands,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,270345057.0,936.29,67.98
2019,PL,Poland,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,429318485.0,582.39,65.27
2022,PL,Poland,HR,Croatia,Total,1 night or over,Package arrangement,111599291.0,178.16,20.23
2022,PL,Poland,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,329506132.0,526.03,59.74
2019,PT,Portugal,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,15481047.0,994.29,141.94
2019,SE,Sweden,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,682506195.0,1913.59,170.05
2019,SI,Slovenia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,327698202.0,208.52,39.11
2022,SI,Slovenia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,562859375.0,326.98,56.44
2019,SK,Slovakia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,227045428.0,517.39,67.07
2022,SK,Slovakia,HR,Croatia,Total,1 night or over,Package arrangement,50154560.0,139.85,18.1
2022,SK,Slovakia,HR,Croatia,Total,1 night or over,Total excluding durable/valuable goods,209324371.0,583.67,75.55
2019,AT,Austria,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,605395114.0,856.32,116.87
2022,AT,Austria,HR,Croatia,Total,4 nights or over,Package arrangement,195092278.0,181.74,24.13
2022,AT,Austria,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,1031262541.0,960.67,127.57
2019,BE,Belgium,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,103872392.0,913.46,81.49
2022,BE,Belgium,HR,Croatia,Total,4 nights or over,Package arrangement,11966041.0,126.29,10.63
2022,BE,Belgium,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,86013969.0,907.76,76.4
2019,CH,Switzerland,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,173662853.0,1156.79,108.02
2019,CZ,Czechia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,326416761.0,437.69,56.15
2022,CZ,Czechia,HR,Croatia,Total,4 nights or over,Package arrangement,90864618.0,106.76,13.48
2022,CZ,Czechia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,462733377.0,543.69,68.66
2019,DE,Germany,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,1492389771.0,871.67,61.45
2022,DE,Germany,HR,Croatia,Total,4 nights or over,Package arrangement,347396763.0,106.59,10.05
2022,DE,Germany,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,2950048563.0,905.18,85.36
2019,DK,Denmark,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,177069970.0,1564.47,131.19
2019,ES,Spain,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,95026567.0,1286.38,138.45
2022,ES,Spain,HR,Croatia,Total,4 nights or over,Package arrangement,17780131.0,274.13,30.73
2022,ES,Spain,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,79045532.0,1218.7,136.62
2019,FI,Finland,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,143510195.0,1076.52,135.14
2019,FR,France,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,370752598.0,1345.96,117.18
2022,FR,France,HR,Croatia,Total,4 nights or over,Package arrangement,83734755.0,507.5,50.36
2022,FR,France,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,201443033.0,1220.92,121.15
2019,HU,Hungary,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,132664457.0,371.32,46.4
2022,HU,Hungary,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,121731066.0,496.14,61.03
2019,IE,Ireland,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,112720097.0,1267.84,136.86
2022,IE,Ireland,HR,Croatia,Total,4 nights or over,Package arrangement,12106113.0,127.24,17.33
2022,IE,Ireland,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,110137618.0,1157.61,157.68
2019,IT,Italy,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,203315514.0,405.29,51.22
2022,IT,Italy,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,296997000.0,535.63,71.1
2019,LT,Lithuania,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,9277957.0,707.56,85.63
2019,LU,Luxembourg,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,18271282.0,1395.29,139.79
2022,LU,Luxembourg,HR,Croatia,Total,4 nights or over,Package arrangement,2525887.0,116.16,11.11
2022,LU,Luxembourg,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,37562351.0,1727.46,165.15
2019,MK,North Macedonia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,3554050.0,277.81,35.17
2022,MT,Malta,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,4144856.0,795.98,138.83
2019,NL,Netherlands,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,231013869.0,910.96,67.76
2022,NL,Netherlands,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,262813223.0,987.5,67.13
2019,PL,Poland,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,385497093.0,580.66,60.59
2022,PL,Poland,HR,Croatia,Total,4 nights or over,Package arrangement,111101304.0,182.8,20.32
2022,PL,Poland,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,322279260.0,530.25,58.95
2019,SE,Sweden,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,650431128.0,1899.37,163.4
2019,SI,Slovenia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,243989082.0,314.77,36.92
2022,SI,Slovenia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,446070612.0,422.17,52.03
2019,SK,Slovakia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,223732165.0,523.86,66.61
2022,SK,Slovakia,HR,Croatia,Total,4 nights or over,Package arrangement,49504179.0,149.55,18.21
2022,SK,Slovakia,HR,Croatia,Total,4 nights or over,Total excluding durable/valuable goods,202999175.0,613.25,74.69
2019,AT,Austria,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,71836437.0,276.85,125.71
2022,AT,Austria,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,111263021.0,330.05,150.13
2019,CZ,Czechia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,21368381.0,218.91,87.83
2022,CZ,Czechia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,32039670.0,257.53,100.93
2019,HR,Croatia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,9082373.0,181.74,100.01
2022,HR,Croatia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,14725369.0,245.74,112.26
2019,PL,Poland,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,26123715.0,267.28,110.04
2022,PL,Poland,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,43094808.0,642.97,347.1
2019,RO,Romania,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,14259494.0,206.8,81.99
2022,RO,Romania,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,9560511.0,245.36,85.4
2019,SI,Slovenia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,5477046.0,157.89,80.37
2022,SI,Slovenia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,6893064.0,267.45,119.5
2019,SK,Slovakia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,26875830.0,173.56,80.93
2022,SK,Slovakia,HU,Hungary,Personal reasons,From 1 to 3 nights,Total excluding durable/valuable goods,43187947.0,196.22,89.42
2019,AT,Austria,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,147533992.0,363.18,97.76
2022,AT,Austria,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,193825662.0,406.91,121.1
2019,BE,Belgium,HU,Hungary,Personal reasons,1 night or over,Total excluding durable/valuable goods,70752053.0,609.01,53.89
